Proteotoxic Stress Proteins		
This table was generated by retriving a list of heat shock and autophagy proteins found in both the UniProt and ProteinAtlas datasets to ensure high-confidence data		
		
Protein names	Gene Names	Gene Ontology (biological process)
Heat shock protein 75 kDa, mitochondrial (HSP 75) (Heat shock protein family C member 5) (TNFR-associated protein 1) (Tumor necrosis factor type 1 receptor-associated protein) (TRAP-1)	TRAP1 HSP75 HSPC5	negative regulation of cellular respiration [GO:1901856]; negative regulation of intrinsic apoptotic signaling pathway in response to hydrogen peroxide [GO:1903751]; negative regulation of reactive oxygen species biosynthetic process [GO:1903427]; protein folding [GO:0006457]; translational attenuation [GO:0009386]
mRNA decay activator protein ZFP36 (G0/G1 switch regulatory protein 24) (Growth factor-inducible nuclear protein NUP475) (Tristetraprolin) (Zinc finger protein 36) (Zfp-36)	ZFP36 G0S24 NUP475 RNF162A TIS11A TTP	3'-UTR-mediated mRNA destabilization [GO:0061158]; 3'-UTR-mediated mRNA stabilization [GO:0070935]; cellular response to epidermal growth factor stimulus [GO:0071364]; cellular response to fibroblast growth factor stimulus [GO:0044344]; cellular response to glucocorticoid stimulus [GO:0071385]; cellular response to granulocyte macrophage colony-stimulating factor stimulus [GO:0097011]; cellular response to lipopolysaccharide [GO:0071222]; cellular response to tumor necrosis factor [GO:0071356]; MAPK cascade [GO:0000165]; miRNA-mediated gene silencing by inhibition of translation [GO:0035278]; mRNA catabolic process [GO:0006402]; mRNA transport [GO:0051028]; negative regulation of 3'-UTR-mediated mRNA stabilization [GO:1905869]; negative regulation of cytokine production involved in inflammatory response [GO:1900016]; negative regulation of erythrocyte differentiation [GO:0045647]; negative regulation of interleukin-2 production [GO:0032703]; negative regulation of polynucleotide adenylyltransferase activity [GO:1904246]; negative regulation of transcription by RNA polymerase II [GO:0000122]; negative regulation of viral transcription [GO:0032897]; nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay [GO:0000288]; nuclear-transcribed mRNA catabolic process, deadenylation-independent decay [GO:0031086]; nuclear-transcribed mRNA poly(A) tail shortening [GO:0000289]; p38MAPK cascade [GO:0038066]; positive regulation of deadenylation-independent decapping of nuclear-transcribed mRNA [GO:1901835]; positive regulation of fat cell differentiation [GO:0045600]; positive regulation of intracellular mRNA localization [GO:1904582]; positive regulation of miRNA-mediated gene silencing [GO:2000637]; positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay [GO:1900153]; positive regulation of nuclear-transcribed mRNA poly(A) tail shortening [GO:0060213]; regulation of keratinocyte apoptotic process [GO:1902172]; regulation of keratinocyte differentiation [GO:0045616]; regulation of keratinocyte proliferation [GO:0010837]; regulation of mRNA stability [GO:0043488]; regulation of tumor necrosis factor production [GO:0032680]; response to starvation [GO:0042594]; response to wounding [GO:0009611]
Tyrosine-protein kinase ABL1 (EC 2.7.10.2) (Abelson murine leukemia viral oncogene homolog 1) (Abelson tyrosine-protein kinase 1) (Proto-oncogene c-Abl) (p150)	ABL1 ABL JTK7	actin cytoskeleton organization [GO:0030036]; actin filament polymerization [GO:0030041]; activated T cell proliferation [GO:0050798]; alpha-beta T cell differentiation [GO:0046632]; associative learning [GO:0008306]; autophagy [GO:0006914]; B cell proliferation involved in immune response [GO:0002322]; B cell receptor signaling pathway [GO:0050853]; B-1 B cell homeostasis [GO:0001922]; Bergmann glial cell differentiation [GO:0060020]; BMP signaling pathway [GO:0030509]; canonical NF-kappaB signal transduction [GO:0007249]; cardiac muscle cell proliferation [GO:0060038]; cell-cell adhesion [GO:0098609]; cellular response to dopamine [GO:1903351]; cellular response to hydrogen peroxide [GO:0070301]; cellular response to lipopolysaccharide [GO:0071222]; cellular response to oxidative stress [GO:0034599]; cellular response to transforming growth factor beta stimulus [GO:0071560]; cellular senescence [GO:0090398]; cerebellum morphogenesis [GO:0021587]; DN4 thymocyte differentiation [GO:1904157]; DNA conformation change [GO:0071103]; DNA damage response [GO:0006974]; endothelial cell migration [GO:0043542]; ephrin receptor signaling pathway [GO:0048013]; epidermal growth factor receptor signaling pathway [GO:0007173]; ERK1 and ERK2 cascade [GO:0070371]; establishment of localization in cell [GO:0051649]; Fc-gamma receptor signaling pathway involved in phagocytosis [GO:0038096]; integrin-mediated signaling pathway [GO:0007229]; intracellular signal transduction [GO:0035556]; intrinsic apoptotic signaling pathway in response to DNA damage [GO:0008630]; microspike assembly [GO:0030035]; mismatch repair [GO:0006298]; mitochondrial depolarization [GO:0051882]; mitotic cell cycle [GO:0000278]; myoblast proliferation [GO:0051450]; negative regulation of BMP signaling pathway [GO:0030514]; negative regulation of cell-cell adhesion [GO:0022408]; negative regulation of cellular senescence [GO:2000773]; negative regulation of double-strand break repair via homologous recombination [GO:2000042]; negative regulation of endothelial cell apoptotic process [GO:2000352]; negative regulation of ERK1 and ERK2 cascade [GO:0070373]; negative regulation of long-term synaptic potentiation [GO:1900272]; negative regulation of mitotic cell cycle [GO:0045930]; negative regulation of ubiquitin-protein transferase activity [GO:0051444]; neural tube closure [GO:0001843]; neuroepithelial cell differentiation [GO:0060563]; neuromuscular process controlling balance [GO:0050885]; neuron apoptotic process [GO:0051402]; neuron differentiation [GO:0030182]; neuropilin signaling pathway [GO:0038189]; phospholipase C-inhibiting G protein-coupled receptor signaling pathway [GO:0030845]; platelet-derived growth factor receptor-beta signaling pathway [GO:0035791]; podocyte apoptotic process [GO:1903210]; positive regulation of apoptotic process [GO:0043065]; positive regulation of blood vessel branching [GO:1905555]; positive regulation of canonical NF-kappaB signal transduction [GO:0043123]; positive regulation of cell migration involved in sprouting angiogenesis [GO:0090050]; positive regulation of cytosolic calcium ion concentration [GO:0007204]; positive regulation of dendrite development [GO:1900006]; positive regulation of endothelial cell migration [GO:0010595]; positive regulation of ERK1 and ERK2 cascade [GO:0070374]; positive regulation of establishment of T cell polarity [GO:1903905]; positive regulation of extracellular matrix organization [GO:1903055]; positive regulation of fibroblast proliferation [GO:0048146]; positive regulation of focal adhesion assembly [GO:0051894]; positive regulation of interleukin-2 production [GO:0032743]; positive regulation of mitotic cell cycle [GO:0045931]; positive regulation of neuron apoptotic process [GO:0043525]; positive regulation of osteoblast proliferation [GO:0033690]; positive regulation of phospholipase C/protein kinase C signal transduction [GO:0141214]; positive regulation of release of sequestered calcium ion into cytosol [GO:0051281]; positive regulation of stress fiber assembly [GO:0051496]; positive regulation of substrate adhesion-dependent cell spreading [GO:1900026]; positive regulation of T cell migration [GO:2000406]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of type II interferon production [GO:0032729]; positive regulation of vasoconstriction [GO:0045907]; positive regulation of Wnt signaling pathway, planar cell polarity pathway [GO:2000096]; post-embryonic development [GO:0009791]; protein localization to cytoplasmic microtubule plus-end [GO:1904518]; protein modification process [GO:0036211]; regulation of actin cytoskeleton organization [GO:0032956]; regulation of autophagy [GO:0010506]; regulation of axon extension [GO:0030516]; regulation of Cdc42 protein signal transduction [GO:0032489]; regulation of cell adhesion [GO:0030155]; regulation of cell cycle [GO:0051726]; regulation of cell motility [GO:2000145]; regulation of DNA-templated transcription [GO:0006355]; regulation of endocytosis [GO:0030100]; regulation of hematopoietic stem cell differentiation [GO:1902036]; regulation of microtubule polymerization [GO:0031113]; regulation of modification of synaptic structure [GO:1905244]; regulation of postsynaptic specialization assembly [GO:0099150]; regulation of T cell differentiation [GO:0045580]; response to endoplasmic reticulum stress [GO:0034976]; response to epinephrine [GO:0071871]; response to oxidative stress [GO:0006979]; response to xenobiotic stimulus [GO:0009410]; signal transduction in response to DNA damage [GO:0042770]; spleen development [GO:0048536]; substrate adhesion-dependent cell spreading [GO:0034446]; T cell receptor signaling pathway [GO:0050852]; thymus development [GO:0048538]; transitional one stage B cell differentiation [GO:0002333]; vascular endothelial cell response to oscillatory fluid shear stress [GO:0097706]
Acyl-CoA-binding domain-containing protein 5	ACBD5 KIAA1996	fatty acid catabolic process [GO:0009062]; fatty acid metabolic process [GO:0006631]; pexophagy [GO:0000425]
Activating molecule in BECN1-regulated autophagy protein 1 (DDB1- and CUL4-associated factor 3)	AMBRA1 DCAF3 KIAA1736	autophagosome assembly [GO:0000045]; cell differentiation [GO:0030154]; cellular response to starvation [GO:0009267]; mitophagy [GO:0000423]; negative regulation of cardiac muscle cell apoptotic process [GO:0010667]; negative regulation of cell population proliferation [GO:0008285]; negative regulation of neuron apoptotic process [GO:0043524]; neural tube development [GO:0021915]; positive regulation of autophagy [GO:0010508]; positive regulation of free ubiquitin chain polymerization [GO:1904544]; positive regulation of mitophagy [GO:1901526]; positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction [GO:0051897]; positive regulation of regulatory T cell differentiation [GO:0045591]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein polyubiquitination [GO:0000209]; regulation of G1/S transition of mitotic cell cycle [GO:2000045]; regulation of transcription by RNA polymerase II [GO:0006357]; response to mitochondrial depolarisation [GO:0098780]
Arfaptin-2 (ADP-ribosylation factor-interacting protein 2) (Partner of RAC1) (POR1)	ARFIP2 POR1	actin cytoskeleton organization [GO:0030036]; intracellular protein transport [GO:0006886]; lamellipodium assembly [GO:0030032]; mitophagy [GO:0000423]; protein localization to phagophore assembly site [GO:0034497]; regulation of Arp2/3 complex-mediated actin nucleation [GO:0034315]; ruffle organization [GO:0031529]; small GTPase-mediated signal transduction [GO:0007264]
Ubiquitin-like-conjugating enzyme ATG10 (EC 2.3.2.-) (Autophagy-related protein 10) (APG10-like)	ATG10 APG10L PP12616	autophagosome assembly [GO:0000045]; autophagy [GO:0006914]; ER overload response [GO:0006983]; mitophagy [GO:0000423]; protein modification by small protein conjugation [GO:0032446]; protein transport [GO:0015031]
Autophagy-related protein 101	ATG101 C12orf44 PP894	autophagosome assembly [GO:0000045]; negative regulation of cell population proliferation [GO:0008285]; positive regulation of autophagy [GO:0010508]
Ubiquitin-like protein ATG12 (Autophagy-related protein 12) (APG12-like)	ATG12 APG12 APG12L	autophagosome assembly [GO:0000045]; autophagosome maturation [GO:0097352]; autophagy of mitochondrion [GO:0000422]; glycophagy [GO:0061723]; macroautophagy [GO:0016236]; negative regulation of defense response to virus [GO:0050687]; negative regulation of innate immune response [GO:0045824]; negative regulation of type I interferon production [GO:0032480]; piecemeal microautophagy of the nucleus [GO:0034727]; positive regulation of viral translation [GO:1904973]; regulation of autophagosome maturation [GO:1901096]
Autophagy-related protein 13	ATG13 KIAA0652	autophagosome assembly [GO:0000045]; mitophagy [GO:0000423]; negative regulation of cell population proliferation [GO:0008285]; piecemeal microautophagy of the nucleus [GO:0034727]; positive regulation of autophagy [GO:0010508]; positive regulation of protein targeting to mitochondrion [GO:1903955]; protein localization to phagophore assembly site [GO:0034497]; response to mitochondrial depolarisation [GO:0098780]
Beclin 1-associated autophagy-related key regulator (Barkor) (Autophagy-related protein 14-like protein) (Atg14L)	ATG14 ATG14L KIAA0831	autophagosome assembly [GO:0000045]; autophagosome maturation [GO:0097352]; autophagosome membrane docking [GO:0016240]; cellular response to glucose starvation [GO:0042149]; cellular response to starvation [GO:0009267]; defense response to virus [GO:0051607]; early endosome to late endosome transport [GO:0045022]; endosome to lysosome transport [GO:0008333]; innate immune response [GO:0045087]; macroautophagy [GO:0016236]; mitophagy [GO:0000423]; negative regulation of protein phosphorylation [GO:0001933]; phosphatidylinositol 3-kinase/protein kinase B signal transduction [GO:0043491]; phosphatidylinositol-3-phosphate biosynthetic process [GO:0036092]; positive regulation of protein phosphorylation [GO:0001934]; post-transcriptional regulation of gene expression [GO:0010608]; protein targeting to lysosome [GO:0006622]; regulation of macroautophagy [GO:0016241]; regulation of protein complex stability [GO:0061635]; regulation of triglyceride metabolic process [GO:0090207]; response to mitochondrial depolarisation [GO:0098780]
