Genetoxic Stress Proteins		
This table was generated by retriving a list of DNA Damage/Repair and Cell Cyle proteins found in both the UniProt and ProteinAtlas datasets to ensure high-confidence data		
		
Protein names	Gene Names	Gene Ontology (biological process)
Protein MCM10 homolog (HsMCM10)	MCM10 PRO2249	cell population proliferation [GO:0008283]; DNA damage response [GO:0006974]; DNA replication initiation [GO:0006270]
DNA replication licensing factor MCM2 (EC 3.6.4.12) (Minichromosome maintenance protein 2 homolog) (Nuclear protein BM28)	MCM2 BM28 CCNL1 CDCL1 KIAA0030	apoptotic process [GO:0006915]; cellular response to interleukin-4 [GO:0071353]; cochlea development [GO:0090102]; DNA replication [GO:0006260]; DNA replication initiation [GO:0006270]; double-strand break repair via break-induced replication [GO:0000727]; mitotic DNA replication initiation [GO:1902975]; nucleosome assembly [GO:0006334]; regulation of DNA-templated DNA replication initiation [GO:0030174]
DNA replication licensing factor MCM4 (EC 3.6.4.12) (CDC21 homolog) (P1-CDC21)	MCM4 CDC21	DNA replication [GO:0006260]; DNA strand elongation involved in DNA replication [GO:0006271]; double-strand break repair via break-induced replication [GO:0000727]; mitotic DNA replication initiation [GO:1902975]; regulation of DNA-templated DNA replication initiation [GO:0030174]
DNA replication licensing factor MCM6 (EC 3.6.4.12) (p105MCM)	MCM6	DNA replication [GO:0006260]; DNA replication initiation [GO:0006270]; double-strand break repair via break-induced replication [GO:0000727]; mitotic DNA replication [GO:1902969]; regulation of DNA-templated DNA replication initiation [GO:0030174]
DNA replication licensing factor MCM7 (EC 3.6.4.12) (CDC47 homolog) (P1.1-MCM3)	MCM7 CDC47 MCM2	cell population proliferation [GO:0008283]; cellular response to epidermal growth factor stimulus [GO:0071364]; cellular response to xenobiotic stimulus [GO:0071466]; DNA damage response [GO:0006974]; DNA replication [GO:0006260]; DNA replication initiation [GO:0006270]; DNA strand elongation involved in DNA replication [GO:0006271]; double-strand break repair via break-induced replication [GO:0000727]; regulation of DNA-templated DNA replication initiation [GO:0030174]; regulation of phosphorylation [GO:0042325]
DNA helicase MCM8 (EC 5.6.2.4) (DNA 3'-5' helicase MCM8) (Minichromosome maintenance 8)	MCM8 C20orf154	DNA damage response [GO:0006974]; double-strand break repair via homologous recombination [GO:0000724]; female gamete generation [GO:0007292]; male gamete generation [GO:0048232]; mismatch repair involved in maintenance of fidelity involved in DNA-dependent DNA replication [GO:0070716]; protein localization to chromatin [GO:0071168]; protein stabilization [GO:0050821]; recombinational interstrand cross-link repair [GO:0036298]
DNA helicase MCM9 (hMCM9) (EC 5.6.2.4) (DNA 3'-5' helicase MCM9) (Mini-chromosome maintenance deficient domain-containing protein 1) (Minichromosome maintenance 9)	MCM9 C6orf61 MCMDC1	DNA damage response [GO:0006974]; double-strand break repair via homologous recombination [GO:0000724]; female gamete generation [GO:0007292]; mismatch repair involved in maintenance of fidelity involved in DNA-dependent DNA replication [GO:0070716]; protein localization to chromatin [GO:0071168]; recombinational interstrand cross-link repair [GO:0036298]
Minichromosome maintenance domain-containing protein 2 (MCM domain-containing protein 2)	MCMDC2 C8orf45	double-strand break repair involved in meiotic recombination [GO:1990918]; double-strand break repair via break-induced replication [GO:0000727]; late meiotic recombination nodule assembly [GO:0042140]; oogenesis [GO:0048477]; spermatogenesis [GO:0007283]; synaptonemal complex assembly [GO:0007130]
Microcephalin	MCPH1	bone development [GO:0060348]; cerebral cortex development [GO:0021987]; establishment of mitotic spindle orientation [GO:0000132]; mitotic cell cycle [GO:0000278]; negative regulation of transcription by RNA polymerase II [GO:0000122]; neuronal stem cell population maintenance [GO:0097150]; protein localization to centrosome [GO:0071539]; regulation of centrosome cycle [GO:0046605]; regulation of chromosome condensation [GO:0060623]; regulation of inflammatory response [GO:0050727]
Microspherule protein 1 (58 kDa microspherule protein) (Cell cycle-regulated factor p78) (INO80 complex subunit J) (MCRS2)	MCRS1 INO80Q MSP58	chromatin remodeling [GO:0006338]; DNA recombination [GO:0006310]; DNA repair [GO:0006281]; negative regulation of telomere maintenance via telomere lengthening [GO:1904357]; positive regulation of DNA repair [GO:0045739]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of protein localization to nucleolus [GO:1904751]; positive regulation of telomere maintenance in response to DNA damage [GO:1904507]; positive regulation of transcription by RNA polymerase II [GO:0045944]; protein modification process [GO:0036211]; regulation of cell cycle [GO:0051726]; regulation of chromosome organization [GO:0033044]; regulation of DNA repair [GO:0006282]; regulation of DNA replication [GO:0006275]; regulation of DNA strand elongation [GO:0060382]; regulation of embryonic development [GO:0045995]; telomere maintenance [GO:0000723]
Malignant T-cell-amplified sequence 1 (MCT-1) (Multiple copies T-cell malignancies)	MCTS1 MCT1	DNA damage response [GO:0006974]; formation of translation preinitiation complex [GO:0001731]; IRES-dependent viral translational initiation [GO:0075522]; ribosome disassembly [GO:0032790]; translation reinitiation [GO:0002188]
Mediator of DNA damage checkpoint protein 1 (Nuclear factor with BRCT domains 1)	MDC1 KIAA0170 NFBD1	DNA damage response [GO:0006974]; DNA repair [GO:0006281]; DNA replication checkpoint signaling [GO:0000076]; mitotic intra-S DNA damage checkpoint signaling [GO:0031573]; protein localization to site of double-strand break [GO:1990166]
E3 ubiquitin-protein ligase Mdm2 (EC 2.3.2.27) (Double minute 2 protein) (Hdm2) (Oncoprotein Mdm2) (RING-type E3 ubiquitin transferase Mdm2) (p53-binding protein Mdm2)	MDM2	amyloid fibril formation [GO:1990000]; apoptotic process [GO:0006915]; atrial septum development [GO:0003283]; atrioventricular valve morphogenesis [GO:0003181]; blood vessel development [GO:0001568]; blood vessel remodeling [GO:0001974]; cardiac septum morphogenesis [GO:0060411]; cellular response to alkaloid [GO:0071312]; cellular response to antibiotic [GO:0071236]; cellular response to estrogen stimulus [GO:0071391]; cellular response to gamma radiation [GO:0071480]; cellular response to growth factor stimulus [GO:0071363]; cellular response to hydrogen peroxide [GO:0070301]; cellular response to hypoxia [GO:0071456]; cellular response to peptide hormone stimulus [GO:0071375]; cellular response to UV-C [GO:0071494]; cellular response to vitamin B1 [GO:0071301]; DNA damage response, signal transduction by p53 class mediator [GO:0030330]; endocardial cushion morphogenesis [GO:0003203]; establishment of protein localization [GO:0045184]; fibroblast activation [GO:0072537]; negative regulation of apoptotic process [GO:0043066]; negative regulation of DNA damage response, signal transduction by p53 class mediator [GO:0043518]; negative regulation of DNA-templated transcription [GO:0045892]; negative regulation of intrinsic apoptotic signaling pathway by p53 class mediator [GO:1902254]; negative regulation of neuron projection development [GO:0010977]; negative regulation of protein processing [GO:0010955]; negative regulation of signal transduction by p53 class mediator [GO:1901797]; negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of gene expression [GO:0010628]; positive regulation of mitotic cell cycle [GO:0045931]; positive regulation of muscle cell differentiation [GO:0051149]; positive regulation of proteasomal ubiquitin-dependent protein catabolic process [GO:0032436]; positive regulation of protein export from nucleus [GO:0046827]; positive regulation of vascular associated smooth muscle cell migration [GO:1904754]; positive regulation of vascular associated smooth muscle cell proliferation [GO:1904707]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein autoubiquitination [GO:0051865]; protein destabilization [GO:0031648]; protein localization to nucleus [GO:0034504]; protein polyubiquitination [GO:0000209]; protein sumoylation [GO:0016925]; protein ubiquitination [GO:0016567]; protein-containing complex assembly [GO:0065003]; proteolysis involved in protein catabolic process [GO:0051603]; regulation of cell cycle [GO:0051726]; regulation of heart rate [GO:0002027]; regulation of postsynaptic neurotransmitter receptor internalization [GO:0099149]; regulation of protein catabolic process [GO:0042176]; regulation of protein catabolic process at postsynapse, modulating synaptic transmission [GO:0099576]; response to antibiotic [GO:0046677]; response to cocaine [GO:0042220]; response to ether [GO:0045472]; response to formaldehyde [GO:1904404]; response to iron ion [GO:0010039]; response to magnesium ion [GO:0032026]; response to steroid hormone [GO:0048545]; response to toxic substance [GO:0009636]; response to water-immersion restraint stress [GO:1990785]; response to xenobiotic stimulus [GO:0009410]; traversing start control point of mitotic cell cycle [GO:0007089]; ubiquitin-dependent protein catabolic process [GO:0006511]; ventricular septum development [GO:0003281]
Protein Mdm4 (Double minute 4 protein) (Mdm2-like p53-binding protein) (Protein Mdmx) (p53-binding protein Mdm4)	MDM4 MDMX	atrial septum development [GO:0003283]; atrioventricular valve morphogenesis [GO:0003181]; cellular response to hypoxia [GO:0071456]; DNA damage response, signal transduction by p53 class mediator [GO:0030330]; endocardial cushion morphogenesis [GO:0003203]; heart valve development [GO:0003170]; negative regulation of apoptotic process [GO:0043066]; negative regulation of cell population proliferation [GO:0008285]; negative regulation of DNA-templated transcription [GO:0045892]; negative regulation of protein catabolic process [GO:0042177]; negative regulation of signal transduction by p53 class mediator [GO:1901797]; negative regulation of transcription by RNA polymerase II [GO:0000122]; protein stabilization [GO:0050821]; protein ubiquitination [GO:0016567]; protein-containing complex assembly [GO:0065003]; regulation of cell cycle [GO:0051726]; ventricular septum development [GO:0003281]
Chromatin modification-related protein MEAF6 (MYST/Esa1-associated factor 6) (Esa1-associated factor 6 homolog) (Protein EAF6 homolog) (hEAF6) (Sarcoma antigen NY-SAR-91)	MEAF6 C1orf149 CENP-28 EAF6	chromatin remodeling [GO:0006338]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of double-strand break repair via homologous recombination [GO:1905168]; regulation of apoptotic process [GO:0042981]; regulation of cell cycle [GO:0051726]; regulation of cell growth [GO:0001558]; regulation of developmental process [GO:0050793]; regulation of DNA biosynthetic process [GO:2000278]; regulation of DNA replication [GO:0006275]; regulation of DNA-templated transcription [GO:0006355]; regulation of double-strand break repair [GO:2000779]; regulation of hemopoiesis [GO:1903706]
Mediator of RNA polymerase II transcription subunit 1 (Activator-recruited cofactor 205 kDa component) (ARC205) (Mediator complex subunit 1) (Peroxisome proliferator-activated receptor-binding protein) (PBP) (PPAR-binding protein) (Thyroid hormone receptor-associated protein complex 220 kDa component) (Trap220) (Thyroid receptor-interacting protein 2) (TR-interacting protein 2) (TRIP-2) (Vitamin D receptor-interacting protein complex component DRIP205) (p53 regulatory protein RB18A)	MED1 ARC205 CRSP1 CRSP200 DRIP205 DRIP230 PBP PPARBP PPARGBP RB18A TRAP220 TRIP2	androgen biosynthetic process [GO:0006702]; angiogenesis [GO:0001525]; animal organ regeneration [GO:0031100]; brain development [GO:0007420]; cell morphogenesis [GO:0000902]; cellular response to epidermal growth factor stimulus [GO:0071364]; cellular response to hepatocyte growth factor stimulus [GO:0035729]; cellular response to steroid hormone stimulus [GO:0071383]; cellular response to thyroid hormone stimulus [GO:0097067]; embryonic heart tube development [GO:0035050]; embryonic hemopoiesis [GO:0035162]; embryonic hindlimb morphogenesis [GO:0035116]; embryonic placenta development [GO:0001892]; enucleate erythrocyte development [GO:0048822]; epithelial cell proliferation involved in mammary gland duct elongation [GO:0060750]; erythrocyte development [GO:0048821]; fat cell differentiation [GO:0045444]; G0 to G1 transition [GO:0045023]; hematopoietic stem cell differentiation [GO:0060218]; keratinocyte differentiation [GO:0030216]; lactation [GO:0007595]; lens development in camera-type eye [GO:0002088]; liver development [GO:0001889]; mammary gland branching involved in pregnancy [GO:0060745]; mammary gland branching involved in thelarche [GO:0060744]; megakaryocyte development [GO:0035855]; monocyte differentiation [GO:0030224]; mRNA transcription by RNA polymerase II [GO:0042789]; negative regulation of apoptotic process [GO:0043066]; negative regulation of keratinocyte proliferation [GO:0010839]; negative regulation of neuron differentiation [GO:0045665]; negative regulation of transcription by RNA polymerase II [GO:0000122]; nuclear receptor-mediated steroid hormone signaling pathway [GO:0030518]; peroxisome proliferator activated receptor signaling pathway [GO:0035357]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of erythrocyte differentiation [GO:0045648]; positive regulation of G0 to G1 transition [GO:0070318]; positive regulation of gene expression [GO:0010628]; positive regulation of hepatocyte proliferation [GO:2000347]; positive regulation of intracellular estrogen receptor signaling pathway [GO:0033148]; positive regulation of keratinocyte differentiation [GO:0045618]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of transcription elongation by RNA polymerase II [GO:0032968]; positive regulation of transcription initiation by RNA polymerase II [GO:0060261]; positive regulation of type II interferon-mediated signaling pathway [GO:0060335]; protein import into nucleus [GO:0006606]; protein ubiquitination [GO:0016567]; regulation of RNA biosynthetic process [GO:2001141]; regulation of transcription by RNA polymerase II [GO:0006357]; regulation of vitamin D receptor signaling pathway [GO:0070562]; retinal pigment epithelium development [GO:0003406]; RNA polymerase II preinitiation complex assembly [GO:0051123]; thyroid hormone generation [GO:0006590]; thyroid hormone receptor signaling pathway [GO:0002154]; ventricular trabecula myocardium morphogenesis [GO:0003222]
