Protein names	Gene Names	Gene Ontology (biological process)	Supporting_PMID	Paper_Count
E3 ubiquitin-protein ligase NRDP1 (EC 2.3.2.27) (RING finger protein 41) (RING-type E3 ubiquitin transferase NRDP1)	RNF41 FLRF NRDP1 SBBI03	autophagy [GO:0006914]; extrinsic apoptotic signaling pathway [GO:0097191]; negative regulation of cell migration [GO:0030336]; negative regulation of cell population proliferation [GO:0008285]; negative regulation of mitophagy [GO:1901525]; positive regulation of protein catabolic process [GO:0045732]; positive regulation of reactive oxygen species metabolic process [GO:2000379]; proteasomal protein catabolic process [GO:0010498]; protein autoubiquitination [GO:0051865]; protein polyubiquitination [GO:0000209]; regulation of lymphocyte differentiation [GO:0045619]; regulation of MAPK cascade [GO:0043408]; regulation of myeloid cell differentiation [GO:0045637]; regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction [GO:0051896]; regulation of reactive oxygen species metabolic process [GO:2000377]	39112516	27
Proteasome subunit alpha type-5 (Macropain zeta chain) (Multicatalytic endopeptidase complex zeta chain) (Proteasome subunit alpha-5) (alpha-5) (Proteasome zeta chain)	PSMA5	proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]	35605971	28
Proteasome subunit alpha type-1 (30 kDa prosomal protein) (PROS-30) (Macropain subunit C2) (Multicatalytic endopeptidase complex subunit C2) (Proteasome component C2) (Proteasome nu chain) (Proteasome subunit alpha-6) (alpha-6)	PSMA1 HC2 NU PROS30 PSC2	immune system process [GO:0002376]; negative regulation of inflammatory response to antigenic stimulus [GO:0002862]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]	39382973	37
Pre-mRNA-processing-splicing factor 8 (220 kDa U5 snRNP-specific protein) (PRP8 homolog) (Splicing factor Prp8) (p220)	PRPF8 PRPC8	cellular response to lipopolysaccharide [GO:0071222]; cellular response to tumor necrosis factor [GO:0071356]; mRNA processing [GO:0006397]; mRNA splicing, via spliceosome [GO:0000398]; RNA splicing [GO:0008380]; RNA splicing, via transesterification reactions [GO:0000375]; spliceosomal tri-snRNP complex assembly [GO:0000244]	37357506	8
Protein Mdm4 (Double minute 4 protein) (Mdm2-like p53-binding protein) (Protein Mdmx) (p53-binding protein Mdm4)	MDM4 MDMX	atrial septum development [GO:0003283]; atrioventricular valve morphogenesis [GO:0003181]; cellular response to hypoxia [GO:0071456]; DNA damage response, signal transduction by p53 class mediator [GO:0030330]; endocardial cushion morphogenesis [GO:0003203]; heart valve development [GO:0003170]; negative regulation of apoptotic process [GO:0043066]; negative regulation of cell population proliferation [GO:0008285]; negative regulation of DNA-templated transcription [GO:0045892]; negative regulation of protein catabolic process [GO:0042177]; negative regulation of signal transduction by p53 class mediator [GO:1901797]; negative regulation of transcription by RNA polymerase II [GO:0000122]; protein stabilization [GO:0050821]; protein ubiquitination [GO:0016567]; protein-containing complex assembly [GO:0065003]; regulation of cell cycle [GO:0051726]; ventricular septum development [GO:0003281]	40813720	119
Josephin-1 (EC 3.4.19.12) (Josephin domain-containing protein 1)	JOSD1 JSPH1 KIAA0063	cell motility [GO:0048870]; endocytosis [GO:0006897]; membrane biogenesis [GO:0044091]; membrane organization [GO:0061024]; protein deubiquitination [GO:0016579]; proteolysis [GO:0006508]	41952254	5
Lysine-specific histone demethylase 2 (EC 1.14.99.66) (Flavin-containing amine oxidase domain-containing protein 1) (Lysine-specific histone demethylase 1B)	KDM1B AOF1 C6orf193 LSD2	epigenetic programing of female pronucleus [GO:0044726]; genomic imprinting [GO:0071514]; transcription initiation-coupled chromatin remodeling [GO:0045815]	40208259	4
Importin subunit alpha-5 (Karyopherin subunit alpha-1) (Nucleoprotein interactor 1) (NPI-1) (RAG cohort protein 2) (SRP1-beta) [Cleaved into: Importin subunit alpha-5, N-terminally processed]	KPNA1 RCH2	NLS-bearing protein import into nucleus [GO:0006607]; postsynapse to nucleus signaling pathway [GO:0099527]; protein import into nucleus [GO:0006606]; regulation of apoptotic process [GO:0042981]; regulation of canonical Wnt signaling pathway [GO:0060828]; regulation of DNA recombination [GO:0000018]; satellite cell activation involved in skeletal muscle regeneration [GO:0014901]; skeletal muscle satellite cell proliferation [GO:0014841]	37038032	4
Importin subunit alpha-1 (Karyopherin subunit alpha-2) (RAG cohort protein 1) (SRP1-alpha)	KPNA2 RCH1 SRP1	DNA metabolic process [GO:0006259]; entry of viral genome into host nucleus through nuclear pore complex via importin [GO:0075506]; NLS-bearing protein import into nucleus [GO:0006607]; positive regulation of type I interferon production [GO:0032481]; positive regulation of viral life cycle [GO:1903902]; protein import into nucleus [GO:0006606]; regulation of DNA recombination [GO:0000018]	40250695	20
Methyl-CpG-binding domain protein 5 (Methyl-CpG-binding protein MBD5)	MBD5 KIAA1461	glucose homeostasis [GO:0042593]; nervous system development [GO:0007399]; positive regulation of growth hormone receptor signaling pathway [GO:0060399]; regulation of behavior [GO:0050795]; regulation of multicellular organism growth [GO:0040014]	40729547	3
Methyl-CpG-binding domain protein 6 (Methyl-CpG-binding protein MBD6)	MBD6 KIAA1887		40729547	3
Microspherule protein 1 (58 kDa microspherule protein) (Cell cycle-regulated factor p78) (INO80 complex subunit J) (MCRS2)	MCRS1 INO80Q MSP58	chromatin remodeling [GO:0006338]; DNA recombination [GO:0006310]; DNA repair [GO:0006281]; negative regulation of telomere maintenance via telomere lengthening [GO:1904357]; positive regulation of DNA repair [GO:0045739]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of protein localization to nucleolus [GO:1904751]; positive regulation of telomere maintenance in response to DNA damage [GO:1904507]; positive regulation of transcription by RNA polymerase II [GO:0045944]; protein modification process [GO:0036211]; regulation of cell cycle [GO:0051726]; regulation of chromosome organization [GO:0033044]; regulation of DNA repair [GO:0006282]; regulation of DNA replication [GO:0006275]; regulation of DNA strand elongation [GO:0060382]; regulation of embryonic development [GO:0045995]; telomere maintenance [GO:0000723]	26300492	4
E3 ubiquitin-protein ligase Mdm2 (EC 2.3.2.27) (Double minute 2 protein) (Hdm2) (Oncoprotein Mdm2) (RING-type E3 ubiquitin transferase Mdm2) (p53-binding protein Mdm2)	MDM2	amyloid fibril formation [GO:1990000]; apoptotic process [GO:0006915]; atrial septum development [GO:0003283]; atrioventricular valve morphogenesis [GO:0003181]; blood vessel development [GO:0001568]; blood vessel remodeling [GO:0001974]; cardiac septum morphogenesis [GO:0060411]; cellular response to alkaloid [GO:0071312]; cellular response to antibiotic [GO:0071236]; cellular response to estrogen stimulus [GO:0071391]; cellular response to gamma radiation [GO:0071480]; cellular response to growth factor stimulus [GO:0071363]; cellular response to hydrogen peroxide [GO:0070301]; cellular response to hypoxia [GO:0071456]; cellular response to peptide hormone stimulus [GO:0071375]; cellular response to UV-C [GO:0071494]; cellular response to vitamin B1 [GO:0071301]; DNA damage response, signal transduction by p53 class mediator [GO:0030330]; endocardial cushion morphogenesis [GO:0003203]; establishment of protein localization [GO:0045184]; fibroblast activation [GO:0072537]; negative regulation of apoptotic process [GO:0043066]; negative regulation of DNA damage response, signal transduction by p53 class mediator [GO:0043518]; negative regulation of DNA-templated transcription [GO:0045892]; negative regulation of intrinsic apoptotic signaling pathway by p53 class mediator [GO:1902254]; negative regulation of neuron projection development [GO:0010977]; negative regulation of protein processing [GO:0010955]; negative regulation of signal transduction by p53 class mediator [GO:1901797]; negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of gene expression [GO:0010628]; positive regulation of mitotic cell cycle [GO:0045931]; positive regulation of muscle cell differentiation [GO:0051149]; positive regulation of proteasomal ubiquitin-dependent protein catabolic process [GO:0032436]; positive regulation of protein export from nucleus [GO:0046827]; positive regulation of vascular associated smooth muscle cell migration [GO:1904754]; positive regulation of vascular associated smooth muscle cell proliferation [GO:1904707]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein autoubiquitination [GO:0051865]; protein destabilization [GO:0031648]; protein localization to nucleus [GO:0034504]; protein polyubiquitination [GO:0000209]; protein sumoylation [GO:0016925]; protein ubiquitination [GO:0016567]; protein-containing complex assembly [GO:0065003]; proteolysis involved in protein catabolic process [GO:0051603]; regulation of cell cycle [GO:0051726]; regulation of heart rate [GO:0002027]; regulation of postsynaptic neurotransmitter receptor internalization [GO:0099149]; regulation of protein catabolic process [GO:0042176]; regulation of protein catabolic process at postsynapse, modulating synaptic transmission [GO:0099576]; response to antibiotic [GO:0046677]; response to cocaine [GO:0042220]; response to ether [GO:0045472]; response to formaldehyde [GO:1904404]; response to iron ion [GO:0010039]; response to magnesium ion [GO:0032026]; response to steroid hormone [GO:0048545]; response to toxic substance [GO:0009636]; response to water-immersion restraint stress [GO:1990785]; response to xenobiotic stimulus [GO:0009410]; traversing start control point of mitotic cell cycle [GO:0007089]; ubiquitin-dependent protein catabolic process [GO:0006511]; ventricular septum development [GO:0003281]	42121932	1672
Ubiquitin carboxyl-terminal hydrolase MINDY-1 (EC 3.4.19.12) (Deubiquitinating enzyme MINDY-1) (Protein FAM63A)	MINDY1 FAM63A KIAA1390	proteolysis [GO:0006508]	41179305	4
Proteasome maturation protein (Proteassemblin) (Protein UMP1 homolog) (hUMP1) (Voltage-gated K channel beta subunit 4.1)	POMP C13orf12 UMP1 HSPC014 HSPC036 PNAS-110	proteasome assembly [GO:0043248]	40857331	25
Deubiquitinase MYSM1 (2A-DUB) (EC 3.4.19.-) (Myb-like, SWIRM and MPN domain-containing protein 1)	MYSM1 KIAA1915	chromatin remodeling [GO:0006338]; immune system process [GO:0002376]; pigmentation [GO:0043473]; positive regulation of transcription by RNA polymerase II [GO:0045944]; proteolysis [GO:0006508]; regulation of cell migration [GO:0030334]; regulation of hair follicle development [GO:0051797]; regulation of hemopoiesis [GO:1903706]	41678561	47
Nuclear factor related to kappa-B-binding protein (DNA-binding protein R kappa-B) (INO80 complex subunit G)	NFRKB INO80G	chromatin remodeling [GO:0006338]; DNA recombination [GO:0006310]; DNA repair [GO:0006281]; positive regulation of DNA repair [GO:0045739]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of telomere maintenance in response to DNA damage [GO:1904507]; regulation of cell cycle [GO:0051726]; regulation of chromosome organization [GO:0033044]; regulation of DNA repair [GO:0006282]; regulation of DNA replication [GO:0006275]; regulation of DNA strand elongation [GO:0060382]; regulation of embryonic development [GO:0045995]; telomere maintenance [GO:0000723]	32351584	6
Ubiquitin thioesterase OTUB1 (EC 3.4.19.12) (Deubiquitinating enzyme OTUB1) (OTU domain-containing ubiquitin aldehyde-binding protein 1) (Otubain-1) (hOTU1) (Ubiquitin-specific-processing protease OTUB1)	OTUB1 OTB1 OTU1 HSPC263	adaptive immune response [GO:0002250]; DNA damage response [GO:0006974]; DNA repair [GO:0006281]; negative regulation of double-strand break repair [GO:2000780]; positive regulation of TORC1 signaling [GO:1904263]; protein deubiquitination [GO:0016579]; protein K48-linked deubiquitination [GO:0071108]; proteolysis [GO:0006508]	41914757	103
OTU domain-containing protein 1 (EC 3.4.19.12) (DUBA-7)	OTUD1 DUBA7 OTDC1	protein K63-linked deubiquitination [GO:0070536]; proteolysis [GO:0006508]	42229703	54
OTU domain-containing protein 3 (EC 3.4.19.12)	OTUD3 KIAA0459	cellular response to nutrient levels [GO:0031669]; negative regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction [GO:0051898]; protein deubiquitination [GO:0016579]; protein K11-linked deubiquitination [GO:0035871]; protein K27-linked deubiquitination [GO:1990167]; protein K48-linked deubiquitination [GO:0071108]; protein K6-linked deubiquitination [GO:0044313]; protein stabilization [GO:0050821]; proteolysis [GO:0006508]	41763483	39
OTU domain-containing protein 5 (EC 3.4.19.12) (Deubiquitinating enzyme A) (DUBA)	OTUD5	negative regulation of canonical Wnt signaling pathway [GO:0090090]; negative regulation of type I interferon production [GO:0032480]; neural crest cell differentiation [GO:0014033]; positive regulation of TORC1 signaling [GO:1904263]; positive regulation of TORC2 signaling [GO:1904515]; protein deubiquitination [GO:0016579]; protein K48-linked deubiquitination [GO:0071108]; protein K63-linked deubiquitination [GO:0070536]; proteolysis [GO:0006508]; regulation of immune response [GO:0050776]; response to lipopolysaccharide [GO:0032496]	41851816	27
OTU domain-containing protein 6A (EC 3.4.19.12) (DUBA-2)	OTUD6A DUBA2	protein K11-linked deubiquitination [GO:0035871]; protein K27-linked deubiquitination [GO:1990167]; protein K29-linked deubiquitination [GO:0035523]; protein K33-linked deubiquitination [GO:1990168]; proteolysis [GO:0006508]	41685148	11
