Protein names	Gene Names	Gene Ontology (biological process)	Supporting_PMID	Paper_Count
Lys-63-specific deubiquitinase BRCC36 (EC 3.4.19.-) (BRCA1-A complex subunit BRCC36) (BRCA1/BRCA2-containing complex subunit 3) (BRCA1/BRCA2-containing complex subunit 36) (BRISC complex subunit BRCC36)	BRCC3 BRCC36 C6.1A CXorf53	cell division [GO:0051301]; cellular response to ionizing radiation [GO:0071479]; DNA repair-dependent chromatin remodeling [GO:0140861]; double-strand break repair [GO:0006302]; mitotic G2 DNA damage checkpoint signaling [GO:0007095]; mitotic G2/M transition checkpoint [GO:0044818]; positive regulation of DNA repair [GO:0045739]; positive regulation of NLRP3 inflammasome complex assembly [GO:1900227]; protein deubiquitination [GO:0016579]; protein K63-linked deubiquitination [GO:0070536]; proteolysis [GO:0006508]; regulation of DNA damage checkpoint [GO:2000001]; regulation of DNA repair [GO:0006282]; response to ionizing radiation [GO:0010212]; response to X-ray [GO:0010165]	38544474	17
Tyrosine-protein kinase BTK (EC 2.7.10.2) (Agammaglobulinemia tyrosine kinase) (ATK) (B-cell progenitor kinase) (BPK) (Bruton tyrosine kinase)	BTK AGMX1 ATK BPK	adaptive immune response [GO:0002250]; apoptotic signaling pathway [GO:0097190]; B cell activation [GO:0042113]; B cell affinity maturation [GO:0002344]; B cell receptor signaling pathway [GO:0050853]; calcium-mediated signaling [GO:0019722]; cell maturation [GO:0048469]; cellular response to interleukin-7 [GO:0098761]; cellular response to molecule of fungal origin [GO:0071226]; cellular response to reactive oxygen species [GO:0034614]; eosinophil homeostasis [GO:1990959]; Fc-epsilon receptor signaling pathway [GO:0038095]; histamine secretion by mast cell [GO:0002553]; innate immune response [GO:0045087]; intracellular signal transduction [GO:0035556]; mesoderm development [GO:0007498]; monocyte proliferation [GO:0061516]; MyD88-dependent toll-like receptor signaling pathway [GO:0002755]; negative regulation of B cell proliferation [GO:0030889]; negative regulation of interleukin-10 production [GO:0032693]; neutrophil homeostasis [GO:0001780]; peptidyl-tyrosine phosphorylation [GO:0018108]; positive regulation of B cell differentiation [GO:0045579]; positive regulation of B cell proliferation [GO:0030890]; positive regulation of canonical NF-kappaB signal transduction [GO:0043123]; positive regulation of cGAS/STING signaling pathway [GO:0141111]; positive regulation of immunoglobulin production [GO:0002639]; positive regulation of interleukin-17A production [GO:0150153]; positive regulation of interleukin-6 production [GO:0032755]; positive regulation of NF-kappaB transcription factor activity [GO:0051092]; positive regulation of NLRP3 inflammasome complex assembly [GO:1900227]; positive regulation of phagocytosis [GO:0050766]; positive regulation of synoviocyte proliferation [GO:1901647]; positive regulation of tumor necrosis factor production [GO:0032760]; positive regulation of type I hypersensitivity [GO:0001812]; positive regulation of type III hypersensitivity [GO:0001805]; proteoglycan catabolic process [GO:0030167]; regulation of B cell apoptotic process [GO:0002902]; regulation of B cell cytokine production [GO:0002721]; response to lipopolysaccharide [GO:0032496]; T cell receptor signaling pathway [GO:0050852]	41710977	40
Calcium/calmodulin-dependent protein kinase II inhibitor 1 (CaMKII inhibitory protein alpha) (CaMKIIN-alpha)	CAMK2N1	long-term memory [GO:0007616]; positive regulation of inflammatory response [GO:0050729]	33746041	1
Caspase recruitment domain-containing protein 8 (EC 3.4.-.-) (CARD-inhibitor of NF-kappa-B-activating ligand) (CARDINAL) (Tumor up-regulated CARD-containing antagonist of CASP9) (TUCAN) [Cleaved into: Caspase recruitment domain-containing protein 8, C-terminus (CARD8-CT); Caspase recruitment domain-containing protein 8, N-terminus (CARD8-NT)]	CARD8 DACAR KIAA0955 NDPP1	activation of innate immune response [GO:0002218]; antiviral innate immune response [GO:0140374]; CARD8 inflammasome complex assembly [GO:0140633]; defense response to virus [GO:0051607]; inflammatory response [GO:0006954]; intrinsic apoptotic signaling pathway [GO:0097193]; negative regulation of canonical NF-kappaB signal transduction [GO:0043124]; negative regulation of interleukin-1 beta production [GO:0032691]; negative regulation of lipopolysaccharide-mediated signaling pathway [GO:0031665]; negative regulation of NLRP3 inflammasome complex assembly [GO:1900226]; negative regulation of tumor necrosis factor-mediated signaling pathway [GO:0010804]; positive regulation of inflammatory response [GO:0050729]; positive regulation of interleukin-1 beta production [GO:0032731]; protein destabilization [GO:0031648]; regulation of apoptotic process [GO:0042981]; self proteolysis [GO:0097264]	42208669	87
Lysophospholipase-like protein 1 (EC 3.1.2.22)	LYPLAL1	negative regulation of cGAS/STING signaling pathway [GO:0160049]; negative regulation of Golgi to plasma membrane protein transport [GO:0042997]	37802025	1
E3 UFM1-protein ligase 1 (EC 2.3.2.-) (E3 UFM1-protein transferase 1) (Multiple alpha-helix protein located at ER) (Novel LZAP-binding protein) (Regulator of C53/LZAP and DDRGK1)	UFL1 KIAA0776 MAXER NLBP RCAD	DNA damage checkpoint signaling [GO:0000077]; DNA damage response [GO:0006974]; DNA repair [GO:0006281]; erythrocyte differentiation [GO:0030218]; hematopoietic stem cell differentiation [GO:0060218]; negative regulation of IRE1-mediated unfolded protein response [GO:1903895]; negative regulation of NF-kappaB transcription factor activity [GO:0032088]; negative regulation of protein ubiquitination [GO:0031397]; negative regulation of T cell activation [GO:0050868]; negative regulation of T cell mediated immune response to tumor cell [GO:0002841]; osteoblast differentiation [GO:0001649]; positive regulation of autophagy [GO:0010508]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of glial cell proliferation [GO:0060252]; positive regulation of proteolysis involved in protein catabolic process [GO:1903052]; positive regulation of reticulophagy [GO:0140501]; protein K69-linked ufmylation [GO:1990592]; protein stabilization [GO:0050821]; protein ufmylation [GO:0071569]; regulation of canonical NF-kappaB signal transduction [GO:0043122]; regulation of inflammatory response [GO:0050727]; regulation of intracellular estrogen receptor signaling pathway [GO:0033146]; regulation of proteasomal ubiquitin-dependent protein catabolic process [GO:0032434]; regulation of protein localization [GO:0032880]; rescue of stalled ribosome [GO:0072344]; response to endoplasmic reticulum stress [GO:0034976]; response to L-glutamate [GO:1902065]; reticulophagy [GO:0061709]; ribosome disassembly [GO:0032790]	39985286	4
Pyrin and HIN domain-containing protein 1 (Interferon-inducible protein X)	PYHIN1 IFIX	activation of innate immune response [GO:0002218]; cellular response to interferon-alpha [GO:0035457]; cellular response to interferon-beta [GO:0035458]; positive regulation of DNA binding [GO:0043388]; positive regulation of DNA damage response, signal transduction by p53 class mediator [GO:0043517]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of protein localization to nucleus [GO:1900182]; positive regulation of ubiquitin-dependent protein catabolic process [GO:2000060]; protein destabilization [GO:0031648]; protein stabilization [GO:0050821]	32102850	2
E3 ubiquitin-protein ligase TRIM11 (EC 2.3.2.27) (Protein BIA1) (RING finger protein 92) (Tripartite motif-containing protein 11)	TRIM11 RNF92	host-mediated suppression of symbiont invasion [GO:0046597]; innate immune response [GO:0045087]; negative regulation of AIM2 inflammasome complex assembly [GO:0140972]; negative regulation of DNA-templated transcription [GO:0045892]; negative regulation of neurogenesis [GO:0050768]; negative regulation of viral transcription [GO:0032897]; positive regulation of viral entry into host cell [GO:0046598]; protein autoubiquitination [GO:0051865]; protein ubiquitination [GO:0016567]; regulation of gene expression [GO:0010468]; suppression of viral release by host [GO:0044790]	27498865	2
Barrier-to-autointegration factor (Breakpoint cluster region protein 1) [Cleaved into: Barrier-to-autointegration factor, N-terminally processed]	BANF1 BAF BCRG1	chromatin organization [GO:0006325]; chromosome organization [GO:0051276]; DNA integration [GO:0015074]; mitotic nuclear membrane reassembly [GO:0007084]; negative regulation of cGAS/STING signaling pathway [GO:0160049]; negative regulation of innate immune response [GO:0045824]; negative regulation of protein ADP-ribosylation [GO:0010836]; negative regulation of type I interferon production [GO:0032480]; negative regulation of viral genome replication [GO:0045071]; response to oxidative stress [GO:0006979]; response to virus [GO:0009615]	37620043	1
Nuclear receptor subfamily 4immunitygroup A member 1 (Early response protein NAK1) (Nuclear hormone receptor NUR/77) (Nur77) (Orphan nuclear receptor HMR) (Orphan nuclear receptor TR3) (ST-59) (Testicular receptor 3)	NR4A1 GFRP1 HMR NAK1	apoptotic process [GO:0006915]; cell migration involved in sprouting angiogenesis [GO:0002042]; cellular response to corticotropin-releasing hormone stimulus [GO:0071376]; cellular response to fibroblast growth factor stimulus [GO:0044344]; cellular response to vascular endothelial growth factor stimulus [GO:0035924]; detection of lipopolysaccharide [GO:0032497]; endothelial cell chemotaxis [GO:0035767]; fat cell differentiation [GO:0045444]; inflammatory response [GO:0006954]; macrophage activation [GO:0042116]; negative regulation of cell cycle [GO:0045786]; non-canonical inflammasome complex assembly [GO:0160075]; positive regulation of apoptotic process [GO:0043065]; positive regulation of endothelial cell proliferation [GO:0001938]; positive regulation of transcription by RNA polymerase II [GO:0045944]; protein import into nucleus [GO:0006606]; regulation of transcription by RNA polymerase II [GO:0006357]; regulation of type B pancreatic cell proliferation [GO:0061469]; signal transduction [GO:0007165]; skeletal muscle cell differentiation [GO:0035914]; transcription by RNA polymerase II [GO:0006366]	38306930	5
Stimulator of interferon genes protein (hSTING) (Endoplasmic reticulum interferon stimulator) (ERIS) (Mediator of IRF3 activation) (hMITA) (Transmembrane protein 173)	STING1 ERIS MITA STING TMEM173	activation of innate immune response [GO:0002218]; antiviral innate immune response [GO:0140374]; autophagosome assembly [GO:0000045]; cellular response to exogenous dsRNA [GO:0071360]; cellular response to interferon-beta [GO:0035458]; cGAS/STING signaling pathway [GO:0140896]; cytoplasmic pattern recognition receptor signaling pathway [GO:0002753]; defense response to virus [GO:0051607]; innate immune response [GO:0045087]; pattern recognition receptor signaling pathway [GO:0002221]; positive regulation of defense response to virus by host [GO:0002230]; positive regulation of interferon-beta production [GO:0032728]; positive regulation of macroautophagy [GO:0016239]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of type I interferon production [GO:0032481]; positive regulation of type I interferon-mediated signaling pathway [GO:0060340]; protein complex oligomerization [GO:0051259]; protein localization to endoplasmic reticulum [GO:0070972]; regulation of inflammatory response [GO:0050727]; reticulophagy [GO:0061709]	42128155	101
UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit (EC 2.4.1.255) (O-GlcNAc transferase subunit p110) (O-linked N-acetylglucosamine transferase 110 kDa subunit) (OGT)	OGT	apoptotic process [GO:0006915]; cellular response to glucose stimulus [GO:0071333]; chromatin organization [GO:0006325]; circadian regulation of gene expression [GO:0032922]; hemopoiesis [GO:0030097]; mitophagy [GO:0000423]; negative regulation of cell migration [GO:0030336]; negative regulation of non-canonical inflammasome complex assembly [GO:0160076]; negative regulation of proteasomal ubiquitin-dependent protein catabolic process [GO:0032435]; negative regulation of protein ubiquitination [GO:0031397]; negative regulation of stem cell population maintenance [GO:1902455]; negative regulation of transcription by RNA polymerase II [GO:0000122]; negative regulation of transforming growth factor beta receptor signaling pathway [GO:0030512]; positive regulation of cold-induced thermogenesis [GO:0120162]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of lipid biosynthetic process [GO:0046889]; positive regulation of proteolysis [GO:0045862]; positive regulation of stem cell population maintenance [GO:1902459]; positive regulation of TORC1 signaling [GO:1904263]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of transcription from RNA polymerase II promoter by glucose [GO:0000432]; positive regulation of translation [GO:0045727]; protein O-linked glycosylation [GO:0006493]; protein processing [GO:0016485]; regulation of gluconeogenesis [GO:0006111]; regulation of glycolytic process [GO:0006110]; regulation of insulin receptor signaling pathway [GO:0046626]; regulation of necroptotic process [GO:0060544]; regulation of neurotransmitter receptor localization to postsynaptic specialization membrane [GO:0098696]; regulation of Rac protein signal transduction [GO:0035020]; regulation of synapse assembly [GO:0051963]; regulation of transcription by RNA polymerase II [GO:0006357]; response to insulin [GO:0032868]; response to nutrient [GO:0007584]; signal transduction [GO:0007165]	31164864	5
