Protein names	Gene Names	Gene Ontology (biological process)	Supporting_PMID	Paper_Count
Poly [ADP-ribose] polymerase 1 (PARP-1) (EC 2.4.2.30) (ADP-ribosyltransferase diphtheria toxin-like 1) (ARTD1) (DNA ADP-ribosyltransferase PARP1) (EC 2.4.2.-) (NAD(+) ADP-ribosyltransferase 1) (ADPRT 1) (Poly[ADP-ribose] synthase 1) (Protein poly-ADP-ribosyltransferase PARP1) (EC 2.4.2.-) [Cleaved into: Poly [ADP-ribose] polymerase 1, processed C-terminus (Poly [ADP-ribose] polymerase 1, 89-kDa form); Poly [ADP-ribose] polymerase 1, processed N-terminus (NT-PARP-1) (Poly [ADP-ribose] polymerase 1, 24-kDa form) (Poly [ADP-ribose] polymerase 1, 28-kDa form)]	PARP1 ADPRT PPOL	apoptotic process [GO:0006915]; ATP generation from poly-ADP-D-ribose [GO:1990966]; carbohydrate biosynthetic process [GO:0016051]; cellular response to amyloid-beta [GO:1904646]; cellular response to insulin stimulus [GO:0032869]; cellular response to nerve growth factor stimulus [GO:1990090]; cellular response to oxidative stress [GO:0034599]; cellular response to UV [GO:0034644]; cellular response to zinc ion [GO:0071294]; decidualization [GO:0046697]; DNA ADP-ribosylation [GO:0030592]; DNA damage response [GO:0006974]; DNA repair [GO:0006281]; double-strand break repair [GO:0006302]; innate immune response [GO:0045087]; macrophage differentiation [GO:0030225]; mitochondrial DNA metabolic process [GO:0032042]; mitochondrial DNA repair [GO:0043504]; mitochondrion organization [GO:0007005]; negative regulation of adipose tissue development [GO:1904178]; negative regulation of ATP biosynthetic process [GO:2001170]; negative regulation of cGAS/STING signaling pathway [GO:0160049]; negative regulation of DNA-templated transcription [GO:0045892]; negative regulation of innate immune response [GO:0045824]; negative regulation of telomere maintenance via telomere lengthening [GO:1904357]; negative regulation of transcription by RNA polymerase II [GO:0000122]; negative regulation of transcription elongation by RNA polymerase II [GO:0034244]; positive regulation of adipose tissue development [GO:1904179]; positive regulation of canonical NF-kappaB signal transduction [GO:0043123]; positive regulation of cardiac muscle hypertrophy [GO:0010613]; positive regulation of DNA-templated transcription, elongation [GO:0032786]; positive regulation of double-strand break repair via homologous recombination [GO:1905168]; positive regulation of intracellular estrogen receptor signaling pathway [GO:0033148]; positive regulation of mitochondrial depolarization [GO:0051901]; positive regulation of myofibroblast differentiation [GO:1904762]; positive regulation of necroptotic process [GO:0060545]; positive regulation of protein localization to nucleus [GO:1900182]; positive regulation of SMAD protein signal transduction [GO:0060391]; positive regulation of transcription by RNA polymerase II [GO:0045944]; protein auto-ADP-ribosylation [GO:0070213]; protein autoprocessing [GO:0016540]; protein localization to chromatin [GO:0071168]; protein modification process [GO:0036211]; protein poly-ADP-ribosylation [GO:0070212]; regulation of base-excision repair [GO:1905051]; regulation of circadian sleep/wake cycle, non-REM sleep [GO:0045188]; regulation of oxidative stress-induced neuron intrinsic apoptotic signaling pathway [GO:1903376]; regulation of protein localization [GO:0032880]; replication fork reversal [GO:0071932]; response to aldosterone [GO:1904044]; response to ethanol [GO:0045471]; response to gamma radiation [GO:0010332]; signal transduction involved in regulation of gene expression [GO:0023019]; telomere maintenance [GO:0000723]; transcription by RNA polymerase II [GO:0006366]; transforming growth factor beta receptor signaling pathway [GO:0007179]	41481720	177
Myocyte-specific enhancer factor 2A (Serum response factor-like protein 1)	MEF2A MEF2	apoptotic process [GO:0006915]; cardiac conduction [GO:0061337]; cell differentiation [GO:0030154]; cellular response to calcium ion [GO:0071277]; dendrite morphogenesis [GO:0048813]; DNA-templated transcription [GO:0006351]; heart development [GO:0007507]; mitochondrion distribution [GO:0048311]; muscle cell development [GO:0055001]; muscle organ development [GO:0007517]; negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of cardiac muscle hypertrophy [GO:0010613]; positive regulation of D-glucose import [GO:0046326]; positive regulation of gene expression [GO:0010628]; positive regulation of transcription by RNA polymerase II [GO:0045944]; ventricular cardiac myofibril assembly [GO:0055005]	23137781	18
Malignant fibrous histiocytoma-amplified sequence 1 (Malignant fibrous histiocytoma-amplified sequence with leucine-rich tandem repeats 1)	MFHAS1 MASL1	erythrocyte differentiation [GO:0030218]; inflammatory response [GO:0006954]; innate immune response [GO:0045087]; intracellular signal transduction [GO:0035556]; negative regulation of inflammatory response [GO:0050728]; negative regulation of protein localization to nucleus [GO:1900181]; negative regulation of toll-like receptor 2 signaling pathway [GO:0034136]; negative regulation of toll-like receptor 4 signaling pathway [GO:0034144]; positive regulation of ERK1 and ERK2 cascade [GO:0070374]; positive regulation of JNK cascade [GO:0046330]; positive regulation of p38MAPK cascade [GO:1900745]; positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction [GO:0051897]; positive regulation of toll-like receptor 2 signaling pathway [GO:0034137]; regulation of macrophage activation [GO:0043030]; regulation of toll-like receptor signaling pathway [GO:0034121]	37936452	4
Ubiquitin-conjugating enzyme E2 N (EC 2.3.2.23) (Bendless-like ubiquitin-conjugating enzyme) (E2 ubiquitin-conjugating enzyme N) (Ubc13) (UbcH13) (Ubiquitin carrier protein N) (Ubiquitin-protein ligase N)	UBE2N BLU	antiviral innate immune response [GO:0140374]; DNA damage tolerance [GO:0006301]; DNA double-strand break processing [GO:0000729]; double-strand break repair via homologous recombination [GO:0000724]; negative regulation of TORC1 signaling [GO:1904262]; positive regulation of canonical NF-kappaB signal transduction [GO:0043123]; positive regulation of DNA repair [GO:0045739]; positive regulation of double-strand break repair [GO:2000781]; positive regulation of intracellular signal transduction [GO:1902533]; positive regulation of NF-kappaB transcription factor activity [GO:0051092]; positive regulation of protein K63-linked ubiquitination [GO:1902523]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein K63-linked ubiquitination [GO:0070534]; protein monoubiquitination [GO:0006513]; protein polyubiquitination [GO:0000209]; protein ubiquitination [GO:0016567]; regulation of DNA repair [GO:0006282]; T cell receptor signaling pathway [GO:0050852]	24556694	4
Serine/threonine-protein kinase PAK 2 (EC 2.7.11.1) (Gamma-PAK) (PAK65) (S6/H4 kinase) (p21-activated kinase 2) (PAK-2) (p58) [Cleaved into: PAK-2p27 (p27); PAK-2p34 (p34) (C-t-PAK2)]	PAK2	adherens junction assembly [GO:0034333]; apoptotic process [GO:0006915]; bicellular tight junction assembly [GO:0070830]; cardiac muscle hypertrophy [GO:0003300]; cell migration [GO:0016477]; cellular response to starvation [GO:0009267]; cellular response to transforming growth factor beta stimulus [GO:0071560]; dendritic spine development [GO:0060996]; intracellular signal transduction [GO:0035556]; negative regulation of apoptotic process [GO:0043066]; negative regulation of protein kinase activity [GO:0006469]; negative regulation of stress fiber assembly [GO:0051497]; positive regulation of extrinsic apoptotic signaling pathway [GO:2001238]; protein autophosphorylation [GO:0046777]; protein localization to cell-cell junction [GO:0150105]; protein phosphorylation [GO:0006468]; regulation of axonogenesis [GO:0050770]; regulation of cytoskeleton organization [GO:0051493]; regulation of MAPK cascade [GO:0043408]; signal transduction [GO:0007165]; stimulatory C-type lectin receptor signaling pathway [GO:0002223]; vascular endothelial growth factor receptor signaling pathway [GO:0048010]	40008675	26
Serine/threonine-protein kinase ULK4 (EC 2.7.11.1) (Unc-51-like kinase 4)	ULK4	microtubule cytoskeleton organization [GO:0000226]; protein kinase C deactivation [GO:0042313]; regulation of JNK cascade [GO:0046328]; regulation of MAPK cascade [GO:0043408]; regulation of neuron migration [GO:2001222]; regulation of neuron projection development [GO:0010975]; regulation of p38MAPK cascade [GO:1900744]	24284070	1
MAP kinase-interacting serine/threonine-protein kinase 1 (EC 2.7.11.1) (MAP kinase signal-integrating kinase 1) (MAPK signal-integrating kinase 1) (Mnk1)	MKNK1 MNK1	intracellular signal transduction [GO:0035556]; protein phosphorylation [GO:0006468]; regulation of translation [GO:0006417]	23365451	2
Ubiquitin carboxyl-terminal hydrolase 25 (EC 3.4.19.12) (Deubiquitinating enzyme 25) (USP on chromosome 21) (Ubiquitin thioesterase 25) (Ubiquitin-specific-processing protease 25)	USP25 USP21	negative regulation of ERAD pathway [GO:1904293]; negative regulation of interleukin-17-mediated signaling pathway [GO:1903882]; negative regulation of response to oxidative stress [GO:1902883]; protein deubiquitination [GO:0016579]; protein K48-linked deubiquitination [GO:0071108]; protein K63-linked deubiquitination [GO:0070536]; protein modification process [GO:0036211]; proteolysis [GO:0006508]; regulation of protein stability [GO:0031647]	30579117	2
MAP kinase-interacting serine/threonine-protein kinase 2 (EC 2.7.11.1) (MAP kinase signal-integrating kinase 2) (MAPK signal-integrating kinase 2) (Mnk2)	MKNK2 GPRK7 MNK2	cell surface receptor signaling pathway [GO:0007166]; cellular response to arsenic-containing substance [GO:0071243]; extrinsic apoptotic signaling pathway in absence of ligand [GO:0097192]; hemopoiesis [GO:0030097]; intracellular signal transduction [GO:0035556]; protein phosphorylation [GO:0006468]; regulation of translation [GO:0006417]	41860006	6
RNA demethylase ALKBH5 (EC 1.14.11.53) (Alkylated DNA repair protein alkB homolog 5) (Alpha-ketoglutarate-dependent dioxygenase alkB homolog 5)	ALKBH5 ABH5 OFOXD1	cell differentiation [GO:0030154]; gamma-delta T cell proliferation [GO:0046630]; membraneless organelle assembly [GO:0140694]; mRNA destabilization [GO:0061157]; mRNA processing [GO:0006397]; regulation of mRNA export from nucleus [GO:0010793]; regulation of mRNA processing [GO:0050684]; regulation of translation [GO:0006417]; response to hypoxia [GO:0001666]; spermatogenesis [GO:0007283]	39960727	9
WD repeat-containing protein 62	WDR62 C19orf14	centriole replication [GO:0007099]; cerebral cortex development [GO:0021987]; mitotic spindle organization [GO:0007052]; neurogenesis [GO:0022008]; positive regulation of neuroblast proliferation [GO:0002052]; positive regulation of neuron migration [GO:2001224]; regulation of centrosome cycle [GO:0046605]; regulation of neuron differentiation [GO:0045664]	40369663	17
Disintegrin and metalloproteinase domain-containing protein 17 (ADAM 17) (EC 3.4.24.86) (Snake venom-like protease) (TNF-alpha convertase) (TNF-alpha-converting enzyme) (CD antigen CD156b)	ADAM17 CSVP TACE	amyloid precursor protein catabolic process [GO:0042987]; B cell differentiation [GO:0030183]; cell adhesion [GO:0007155]; cell adhesion mediated by integrin [GO:0033627]; cell motility [GO:0048870]; cellular response to high density lipoprotein particle stimulus [GO:0071403]; commissural neuron axon guidance [GO:0071679]; cytokine precursor processing [GO:0140447]; defense response to Gram-positive bacterium [GO:0050830]; epidermal growth factor receptor signaling pathway [GO:0007173]; ERBB2-EGFR signaling pathway [GO:0038134]; germinal center formation [GO:0002467]; membrane protein ectodomain proteolysis [GO:0006509]; negative regulation of cold-induced thermogenesis [GO:0120163]; negative regulation of neuron projection development [GO:0010977]; negative regulation of transforming growth factor beta receptor signaling pathway [GO:0030512]; neutrophil mediated immunity [GO:0002446]; Notch receptor processing [GO:0007220]; Notch signaling pathway [GO:0007219]; phosphatidylinositol 3-kinase/protein kinase B signal transduction [GO:0043491]; positive regulation of blood vessel endothelial cell migration [GO:0043536]; positive regulation of cell growth [GO:0030307]; positive regulation of cell migration [GO:0030335]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of chemokine production [GO:0032722]; positive regulation of epidermal growth factor receptor signaling pathway [GO:0045742]; positive regulation of G1/S transition of mitotic cell cycle [GO:1900087]; positive regulation of leukocyte chemotaxis [GO:0002690]; positive regulation of T cell chemotaxis [GO:0010820]; positive regulation of tumor necrosis factor production [GO:0032760]; positive regulation of tumor necrosis factor-mediated signaling pathway [GO:1903265]; positive regulation of vascular endothelial cell proliferation [GO:1905564]; production of molecular mediator involved in inflammatory response [GO:0002532]; protein processing [GO:0016485]; proteolysis [GO:0006508]; regulation of axon regeneration [GO:0048679]; regulation of mast cell apoptotic process [GO:0033025]; regulation of neuron migration [GO:2001222]; response to hypoxia [GO:0001666]; response to lipopolysaccharide [GO:0032496]; response to xenobiotic stimulus [GO:0009410]; signal release [GO:0023061]; spleen development [GO:0048536]; T cell differentiation in thymus [GO:0033077]; wound healing, spreading of epidermal cells [GO:0035313]	40381836	55
Matrix metalloproteinase-9 (MMP-9) (EC 3.4.24.35) (92 kDa gelatinase) (92 kDa type IV collagenase) (Gelatinase B) (GELB) [Cleaved into: 67 kDa matrix metalloproteinase-9; 82 kDa matrix metalloproteinase-9]	MMP9 CLG4B	apoptotic process [GO:0006915]; cell migration [GO:0016477]; cellular response to lipopolysaccharide [GO:0071222]; cellular response to UV-A [GO:0071492]; collagen catabolic process [GO:0030574]; embryo implantation [GO:0007566]; endodermal cell differentiation [GO:0035987]; ephrin receptor signaling pathway [GO:0048013]; extracellular matrix disassembly [GO:0022617]; extracellular matrix organization [GO:0030198]; macrophage differentiation [GO:0030225]; negative regulation of apoptotic process [GO:0043066]; negative regulation of cation transmembrane transport [GO:1904063]; negative regulation of epithelial cell differentiation involved in kidney development [GO:2000697]; negative regulation of intrinsic apoptotic signaling pathway [GO:2001243]; positive regulation of apoptotic process [GO:0043065]; positive regulation of DNA binding [GO:0043388]; positive regulation of epidermal growth factor receptor signaling pathway [GO:0045742]; positive regulation of keratinocyte migration [GO:0051549]; positive regulation of protein phosphorylation [GO:0001934]; positive regulation of release of cytochrome c from mitochondria [GO:0090200]; positive regulation of vascular associated smooth muscle cell proliferation [GO:1904707]; proteolysis [GO:0006508]; regulation of neuroinflammatory response [GO:0150077]; response to amyloid-beta [GO:1904645]; skeletal system development [GO:0001501]	42049325	1169
